         ns       /testbench/out    
          delta                     
    1960890  +2            -7962 
    1963290  +2            -7323 
    1965690  +2            -6755 
    1968090  +2            -6265 
    1970490  +2            -5851 
    1972890  +2            -5501 
    1975290  +2            -5194 
    1977690  +2            -4905 
    1980090  +2            -4610 
    1982490  +2            -4288 
    1984890  +2            -3926 
    1987290  +2            -3519 
    1989690  +2            -3068 
    1992090  +2            -2579 
    1994490  +2            -2061 
    1996890  +2            -1522 
    1999290  +2             -967 
    2001690  +2             -396 
    2004090  +2              191 
    2006490  +2              796 
    2008890  +2             1421 
    2011290  +2             2062 
    2013690  +2             2713 
    2016090  +2             3365 
    2018490  +2             4006 
    2020890  +2             4624 
    2023290  +2             5210 
    2025690  +2             5760 
    2028090  +2             6272 
    2030490  +2             6750 
    2032890  +2             7202 
    2035290  +2             7637 
    2037690  +2             8064 
    2040090  +2             8488 
    2042490  +2             8913 
    2044890  +2             9342 
    2047290  +2             9776 
    2049690  +2            10216 
    2052090  +2            10663 
    2054490  +2            11121 
    2056890  +2            11596 
    2059290  +2            12094 
    2061690  +2            12619 
    2064090  +2            13173 
    2066490  +2            13753 
    2068890  +2            14348 
    2071290  +2            14942 
    2073690  +2            15517 
    2076090  +2            16053 
    2078490  +2            16533 
    2080890  +2            16947 
    2083290  +2            17295 
    2085690  +2            17584 
    2088090  +2            17827 
    2090490  +2            18043 
    2092890  +2            18250 
    2095290  +2            18461 
    2097690  +2            18684 
    2100090  +2            18919 
    2102490  +2            19157 
    2104890  +2            19384 
    2107290  +2            19581 
    2109690  +2            19730 
    2112090  +2            19817 
    2114490  +2            19832 
    2116890  +2            19771 
    2119290  +2            19635 
    2121690  +2            19429 
    2124090  +2            19160 
    2126490  +2            18833 
    2128890  +2            18452 
    2131290  +2            18019 
    2133690  +2            17532 
    2136090  +2            16989 
    2138490  +2            16390 
    2140890  +2            15740 
    2143290  +2            15046 
    2145690  +2            14320 
    2148090  +2            13576 
    2150490  +2            12827 
    2152890  +2            12086 
    2155290  +2            11362 
    2157690  +2            10658 
    2160090  +2             9975 
    2162490  +2             9310 
    2164890  +2             8658 
    2167290  +2             8018 
    2169690  +2             7389 
    2172090  +2             6771 
    2174490  +2             6167 
    2176890  +2             5583 
    2179290  +2             5025 
    2181690  +2             4498 
    2184090  +2             4008 
    2186490  +2             3560 
    2188890  +2             3157 
    2191290  +2             2799 
    2193690  +2             2482 
    2196090  +2             2195 
    2198490  +2             1923 
    2200890  +2             1645 
    2203290  +2             1337 
    2205690  +2              979 
    2208090  +2              557 
    2210490  +2               66 
    2212890  +2             -488 
    2215290  +2            -1093 
    2217690  +2            -1732 
    2220090  +2            -2386 
    2222490  +2            -3040 
    2224890  +2            -3683 
    2227290  +2            -4308 
    2229690  +2            -4912 
    2232090  +2            -5495 
    2234490  +2            -6055 
    2236890  +2            -6590 
    2239290  +2            -7099 
    2241690  +2            -7583 
    2244090  +2            -8046 
    2246490  +2            -8494 
    2248890  +2            -8936 
    2251290  +2            -9382 
    2253690  +2            -9836 
    2256090  +2           -10296 
    2258490  +2           -10755 
    2260890  +2           -11204 
    2263290  +2           -11635 
    2265690  +2           -12046 
    2268090  +2           -12442 
    2270490  +2           -12837 
    2272890  +2           -13251 
    2275290  +2           -13701 
    2277690  +2           -14198 
    2280090  +2           -14739 
    2282490  +2           -15310 
    2284890  +2           -15888 
    2287290  +2           -16445 
    2289690  +2           -16957 
    2292090  +2           -17411 
    2294490  +2           -17803 
    2296890  +2           -18140 
    2299290  +2           -18434 
    2301690  +2           -18697 
    2304090  +2           -18938 
    2306490  +2           -19156 
    2308890  +2           -19345 
    2311290  +2           -19496 
    2313690  +2           -19603 
    2316090  +2           -19665 
    2318490  +2           -19688 
    2320890  +2           -19684 
    2323290  +2           -19666 
    2325690  +2           -19643 
    2328090  +2           -19615 
    2330490  +2           -19572 
    2332890  +2           -19495 
    2335290  +2           -19361 
    2337690  +2           -19148 
    2340090  +2           -18840 
    2342490  +2           -18431 
    2344890  +2           -17926 
    2347290  +2           -17338 
    2349690  +2           -16687 
    2352090  +2           -15995 
    2354490  +2           -15283 
    2356890  +2           -14565 
    2359290  +2           -13852 
    2361690  +2           -13148 
    2364090  +2           -12451 
    2366490  +2           -11759 
    2368890  +2           -11068 
    2371290  +2           -10376 
    2373690  +2            -9686 
    2376090  +2            -9005 
    2378490  +2            -8341 
    2380890  +2            -7706 
    2383290  +2            -7111 
    2385690  +2            -6562 
    2388090  +2            -6061 
    2390490  +2            -5603 
    2392890  +2            -5178 
    2395290  +2            -4774 
    2397690  +2            -4379 
    2400090  +2            -3986 
    2402490  +2            -3592 
    2404890  +2            -3199 
    2407290  +2            -2814 
    2409690  +2            -2443 
    2412090  +2            -2091 
    2414490  +2            -1758 
    2416890  +2            -1437 
    2419290  +2            -1115 
    2421690  +2             -777 
    2424090  +2             -406 
    2426490  +2               11 
    2428890  +2              483 
    2431290  +2             1015 
    2433690  +2             1605 
    2436090  +2             2242 
    2438490  +2             2912 
    2440890  +2             3598 
    2443290  +2             4278 
    2445690  +2             4932 
    2448090  +2             5543 
    2450490  +2             6100 
    2452890  +2             6598 
    2455290  +2             7040 
    2457690  +2             7438 
    2460090  +2             7807 
    2462490  +2             8163 
    2464890  +2             8519 
    2467290  +2             8886 
    2469690  +2             9270 
    2472090  +2             9671 
    2474490  +2            10086 
    2476890  +2            10510 
    2479290  +2            10939 
    2481690  +2            11372 
    2484090  +2            11809 
    2486490  +2            12251 
    2488890  +2            12698 
    2491290  +2            13150 
    2493690  +2            13607 
    2496090  +2            14066 
    2498490  +2            14523 
    2500890  +2            14974 
    2503290  +2            15415 
    2505690  +2            15840 
    2508090  +2            16243 
    2510490  +2            16616 
    2512890  +2            16951 
    2515290  +2            17241 
    2517690  +2            17480 
    2520090  +2            17663 
    2522490  +2            17790 
    2524890  +2            17864 
    2527290  +2            17891 
    2529690  +2            17879 
    2532090  +2            17838 
    2534490  +2            17776 
    2536890  +2            17699 
    2539290  +2            17609 
    2541690  +2            17504 
    2544090  +2            17378 
    2546490  +2            17223 
    2548890  +2            17029 
    2551290  +2            16786 
    2553690  +2            16484 
    2556090  +2            16118 
    2558490  +2            15684 
    2560890  +2            15179 
    2563290  +2            14606 
    2565690  +2            13971 
    2568090  +2            13283 
    2570490  +2            12552 
    2572890  +2            11792 
    2575290  +2            11017 
    2577690  +2            10241 
    2580090  +2             9480 
    2582490  +2             8748 
    2584890  +2             8055 
    2587290  +2             7408 
    2589690  +2             6809 
    2592090  +2             6256 
    2594490  +2             5745 
    2596890  +2             5267 
    2599290  +2             4811 
    2601690  +2             4368 
    2604090  +2             3930 
    2606490  +2             3492 
    2608890  +2             3052 
    2611290  +2             2613 
    2613690  +2             2181 
    2616090  +2             1765 
    2618490  +2             1373 
    2620890  +2             1010 
    2623290  +2              676 
    2625690  +2              366 
    2628090  +2               68 
    2630490  +2             -234 
    2632890  +2             -558 
    2635290  +2             -921 
    2637690  +2            -1333 
    2640090  +2            -1796 
    2642490  +2            -2302 
    2644890  +2            -2837 
    2647290  +2            -3387 
    2649690  +2            -3939 
    2652090  +2            -4485 
    2654490  +2            -5025 
    2656890  +2            -5567 
    2659290  +2            -6119 
    2661690  +2            -6686 
    2664090  +2            -7266 
    2666490  +2            -7850 
    2668890  +2            -8420 
    2671290  +2            -8954 
    2673690  +2            -9434 
    2676090  +2            -9848 
    2678490  +2           -10196 
    2680890  +2           -10489 
    2683290  +2           -10750 
    2685690  +2           -11006 
    2688090  +2           -11283 
    2690490  +2           -11599 
    2692890  +2           -11962 
    2695290  +2           -12369 
    2697690  +2           -12810 
    2700090  +2           -13272 
    2702490  +2           -13740 
    2704890  +2           -14203 
    2707290  +2           -14652 
    2709690  +2           -15082 
    2712090  +2           -15490 
    2714490  +2           -15874 
    2716890  +2           -16232 
    2719290  +2           -16561 
    2721690  +2           -16860 
    2724090  +2           -17131 
    2726490  +2           -17377 
    2728890  +2           -17601 
    2731290  +2           -17804 
    2733690  +2           -17984 
    2736090  +2           -18135 
    2738490  +2           -18247 
    2740890  +2           -18309 
    2743290  +2           -18311 
    2745690  +2           -18247 
    2748090  +2           -18119 
